id,text,department,urgency,language,channel
T0501,"UPI fail hua lekin paise nahi aaye wapas, TXN77862 check karo.",Billing & Payments,P2,hinglish,app
T0502,"फेक कॉल आ रही है, OTP मांग रहे हैं आपके नाम से। धोखाधड़ी है।",Abuse / Safety / Fraud,P1,hi,whatsapp
T0503,Order 87847 arrived in good condition. Thank you. Please help.,Product / Order / Delivery,P4,en,web
T0504,मेरे खाते से ₹89 दो बार कट गया और सेवा अभी भी बंद है। तुरंत रिफंड चाहिए। ग्राहक आईडी C60703।,Billing & Payments,P1,hi,email
T0505,Seller listing looks fake. They asked me to pay off-app. Please help.,Abuse / Safety / Fraud,P2,en,app
T0506,Someone else logged into my account. Please freeze it now. Please help.,Account / KYC / Login,P1,en,whatsapp
T0507,ऐप खुलते ही क्रैश हो जाती है। बिल्कुल काम नहीं कर रही।,Technical / App crash,P1,hi,app
T0508,Order 80328 arrived in good condition. Thank you. Raised via app chat.,Product / Order / Delivery,P4,en,app
T0509,ऐप खुलते ही क्रैश हो जाती है। बिल्कुल काम नहीं कर रही।,Technical / App crash,P1,hi,app
T0510,PAN upload keeps failing and I am locked out of the dashboard. Please help.,Account / KYC / Login,P2,en,whatsapp
T0511,FYI I updated my billing address. No issue otherwise. Raised via app chat.,Billing & Payments,P4,en,email
T0512,FYI I updated my billing address. No issue otherwise. Please help.,Billing & Payments,P4,en,web
T0513,पेमेंट स्क्रीन पर ऐप हैंग हो जाती है। कृपया जल्दी जवाब दें।,Technical / App crash,P2,hi,web
T0514,Phishing SMS used your brand. They asked for OTP. Please investigate. waiting since morning.,Abuse / Safety / Fraud,P1,en,web
T0515,पेमेंट स्क्रीन पर ऐप हैंग हो जाती है।,Technical / App crash,P2,hi,whatsapp
T0516,Checkout page spins forever on Android 14. Order cannot be placed. Please help.,Technical / App crash,P2,en,email
T0517,"लॉगिन नहीं हो रहा, OTP नहीं आ रहा है। यह बहुत जरूरी है।",Account / KYC / Login,P2,hi,app
T0518,"Last bill me extra ₹499 kyun add kiya, samjhao. kripya jaldi reply do.",Billing & Payments,P3,hinglish,app
T0519,"Refund aa gaya bhai, shukriya. Bas confirm kar raha hoon. customer id C16026.",Billing & Payments,P4,hinglish,email
T0520,"रिफंड मिल गया, धन्यवाद। कोई और समस्या नहीं है। कृपया जल्दी जवाब दें।",Billing & Payments,P4,hi,whatsapp
T0521,हेल्प सेंटर में हिंदी लेख जोड़िए। यह बहुत जरूरी है।,Feedback / General,P3,hi,app
T0522,ऐप खुलते ही क्रैश हो जाती है। बिल्कुल काम नहीं कर रही। कृपया जल्दी जवाब दें।,Technical / App crash,P1,hi,app
T0523,"Kisi aur ne mera account hack kar liya hai, turant band karo. customer id C19034.",Account / KYC / Login,P1,hinglish,web
T0524,How do I change the registered mobile number on my profile? Please help.,Account / KYC / Login,P3,en,web
T0525,"Settings page slow hai, 5 second lagata hai load hone me.",Technical / App crash,P3,hinglish,whatsapp
T0526,I want to report spam messages in the in-app inbox. Ticket for order follow-up. urgent,Abuse / Safety / Fraud,P3,en,app
T0527,"Last bill me extra ₹2,050 kyun add kiya, samjhao. kripya jaldi reply do.",Billing & Payments,P3,hinglish,app
T0528,Seller listing looks fake. They asked me to pay off-app. Raised via app chat.,Abuse / Safety / Fraud,P2,en,email
T0529,"Login nahi ho raha, OTP nahi aa raha hai. bahut zaruri hai bhai.",Account / KYC / Login,P2,hinglish,app
T0530,UPI payment failed yet ₹89 left my bank. Transaction id TXN40339. waiting since morning.,Billing & Payments,P2,en,app
T0531,Paid order 22527 marked delivered but nothing arrived. This is urgent. ok,Product / Order / Delivery,P1,en,app
T0532,Registered number kaise change karein profile me? bahut zaruri hai bhai.,Account / KYC / Login,P3,hinglish,web
T0533,"Naya dashboard bahut accha hai, shukriya. customer id C61505.",Feedback / General,P4,hinglish,email
T0534,"Please explain the extra ₹1,299 convenience fee on last month's invoice. Need update today.",Billing & Payments,P3,en,email
T0535,App crashes on launch since the last update. Completely unusable.,Technical / App crash,P1,en,web
T0536,I want to report spam messages in the in-app inbox. Raised via app chat.,Abuse / Safety / Fraud,P3,en,app
T0537,How do I download GST invoice for order 30658? Please help.,Billing & Payments,P3,en,web
T0538,बिल भरने पर पेमेंट फेल हो गया लेकिन पैसे कट गए। TXN21955 चेक करें। ग्राहक आईडी C21955।,Billing & Payments,P2,hi,app
T0539,"Order 49169 delivered dikha raha hai lekin saman nahi aaya, payment kat gaya. bahut zaruri hai bhai. urgent",Product / Order / Delivery,P1,hinglish,whatsapp
T0540,Checkout pe app hang ho jati hai Android pe. kripya jaldi reply do.,Technical / App crash,P2,hinglish,email
T0541,FYI I updated my billing address. No issue otherwise. Customer id C11567.,Billing & Payments,P4,en,whatsapp
T0542,"लॉगिन नहीं हो रहा, OTP नहीं आ रहा है।",Account / KYC / Login,P2,hi,app
T0543,"Charged ₹1,299 but the service is completely down. Need an immediate refund.",Billing & Payments,P1,en,app
T0544,नया डैशबोर्ड अच्छा लगा। धन्यवाद। यह बहुत जरूरी है।,Feedback / General,P4,hi,app
T0545,पिछले बिल में अतिरिक्त शुल्क ₹89 क्यों लगाया गया?,Billing & Payments,P3,hi,whatsapp
T0546,"Order 65923 delivered dikha raha hai lekin saman nahi aaya, payment kat gaya. customer id C65923.",Product / Order / Delivery,P1,hinglish,email
T0547,I did not request this password reset. Possible account takeover. Ticket for order follow-up. ok,Account / KYC / Login,P1,en,email
T0548,ऑर्डर 48680 डिलीवर्ड दिखाया गया लेकिन सामान नहीं आया। पैसे कट चुके हैं।,Product / Order / Delivery,P1,hi,whatsapp
T0549,I cannot pay my bill. Card is declined every time I try checkout.,Billing & Payments,P2,en,email
T0550,ऑर्डर 78919 डिलीवर्ड दिखाया गया लेकिन सामान नहीं आया। पैसे कट चुके हैं।,Product / Order / Delivery,P1,hi,whatsapp
T0551,"फेक कॉल आ रही है, OTP मांग रहे हैं आपके नाम से। धोखाधड़ी है।",Abuse / Safety / Fraud,P1,hi,web
T0552,हेल्प सेंटर में हिंदी लेख जोड़िए।,Feedback / General,P3,hi,app
T0553,How do I change the registered mobile number on my profile? Please help.,Account / KYC / Login,P3,en,web
T0554,I cannot pay my bill. Card is declined every time I try checkout. Customer id C71824.,Billing & Payments,P2,en,app
T0555,"Refund aa gaya bhai, shukriya. Bas confirm kar raha hoon. customer id C96096.",Billing & Payments,P4,hinglish,app
T0556,Seller listing looks fake. They asked me to pay off-app. waiting since morning.,Abuse / Safety / Fraud,P2,en,email
T0557,"रिफंड मिल गया, धन्यवाद। कोई और समस्या नहीं है। ग्राहक आईडी C41005।",Billing & Payments,P4,hi,app
T0558,Delivery slot Saturday kar sakte ho kya order 56095 ka?,Product / Order / Delivery,P3,hinglish,whatsapp
T0559,"App open karte hi crash ho rahi hai, kuch kaam nahi ho raha. ??",Technical / App crash,P1,hinglish,email
T0560,Order 38679 is 4 days late. Tracking has not moved. ok,Product / Order / Delivery,P2,en,email
T0561,सेलर ऐप के बाहर पेमेंट मांग रहा है। फ्रॉड लग रहा है। कृपया जल्दी जवाब दें।,Abuse / Safety / Fraud,P2,hi,web
T0562,I cannot pay my bill. Card is declined every time I try checkout. Ticket for order follow-up.,Billing & Payments,P2,en,web
T0563,Please explain the extra ₹89 convenience fee on last month's invoice. Need update today.,Billing & Payments,P3,en,web
T0564,मेरे खाते से ₹89 दो बार कट गया और सेवा अभी भी बंद है। तुरंत रिफंड चाहिए।,Billing & Payments,P1,hi,email
T0565,Delivery slot Saturday kar sakte ho kya order 83659 ka? bahut zaruri hai bhai.,Product / Order / Delivery,P3,hinglish,email
T0566,प्रोफाइल पर मोबाइल नंबर कैसे बदलें? कृपया जल्दी जवाब दें।,Account / KYC / Login,P3,hi,app
T0567,Help centre me Hindi articles add karo please. ok,Feedback / General,P3,hinglish,web
T0568,हेल्प सेंटर में हिंदी लेख जोड़िए।,Feedback / General,P3,hi,whatsapp
T0569,बिल भरने पर पेमेंट फेल हो गया लेकिन पैसे कट गए। TXN53406 चेक करें। कृपया जल्दी जवाब दें।,Billing & Payments,P2,hi,web
T0570,पिछले बिल में अतिरिक्त शुल्क ₹499 क्यों लगाया गया? ग्राहक आईडी C93386।,Billing & Payments,P3,hi,web
T0571,"UPI fail hua lekin paise nahi aaye wapas, TXN42707 check karo. customer id C42707.",Billing & Payments,P2,hinglish,app
T0572,Phishing SMS used your brand. They asked for OTP. Please investigate.,Abuse / Safety / Fraud,P1,en,whatsapp
T0573,पिछले बिल में अतिरिक्त शुल्क ₹89 क्यों लगाया गया?,Billing & Payments,P3,hi,whatsapp
T0574,"Thanks, the refund for invoice 72847 arrived. Just confirming. Ticket for order follow-up.",Billing & Payments,P4,en,app
T0575,Cannot login after KYC update. OTP never arrives. Raised via app chat.,Account / KYC / Login,P2,en,app
T0576,"KYC approved, thanks for the quick help. Ticket for order follow-up.",Account / KYC / Login,P4,en,app
T0577,"KYC approved, thanks for the quick help. Please help.",Account / KYC / Login,P4,en,email
T0578,Order 66911 is 4 days late. Tracking has not moved. Please help.,Product / Order / Delivery,P2,en,email
T0579,"Mera payment do baar kat gaya hai aur service abhi bhi down hai, jaldi refund do. customer id C63645.",Billing & Payments,P1,hinglish,app
T0580,I cannot pay my bill. Card is declined every time I try checkout. Ticket for order follow-up. ??,Billing & Payments,P2,en,whatsapp
T0581,How do I download GST invoice for order 48607? Customer id C48607.,Billing & Payments,P3,en,email
T0582,"पिछले बिल में अतिरिक्त शुल्क ₹2,050 क्यों लगाया गया? यह बहुत जरूरी है।",Billing & Payments,P3,hi,app
T0583,PAN upload keeps failing and I am locked out of the dashboard.,Account / KYC / Login,P2,en,web
T0584,How do I download GST invoice for order 94130? Ticket for order follow-up.,Billing & Payments,P3,en,whatsapp
T0585,"लॉगिन नहीं हो रहा, OTP नहीं आ रहा है। यह बहुत जरूरी है।",Account / KYC / Login,P2,hi,whatsapp
T0586,Someone else logged into my account. Please freeze it now. Please help.,Account / KYC / Login,P1,en,app
T0587,How do I download GST invoice for order 97574?,Billing & Payments,P3,en,email
T0588,Checkout pe app hang ho jati hai Android pe.,Technical / App crash,P2,hinglish,whatsapp
T0589,"Settings page slow hai, 5 second lagata hai load hone me. customer id C40886. ??",Technical / App crash,P3,hinglish,email
T0590,FYI I updated my billing address. No issue otherwise. Ticket for order follow-up.,Billing & Payments,P4,en,email
T0591,मेरे खाते से ₹89 दो बार कट गया और सेवा अभी भी बंद है। तुरंत रिफंड चाहिए। यह बहुत जरूरी है।,Billing & Payments,P1,hi,whatsapp
T0592,"Mera payment do baar kat gaya hai aur service abhi bhi down hai, jaldi refund do.",Billing & Payments,P1,hinglish,app
T0593,How do I download GST invoice for order 60868? waiting since morning.,Billing & Payments,P3,en,whatsapp
T0594,हेल्प सेंटर में हिंदी लेख जोड़िए। यह बहुत जरूरी है।,Feedback / General,P3,hi,email
T0595,"Settings page slow hai, 5 second lagata hai load hone me. kripya jaldi reply do.",Technical / App crash,P3,hinglish,app
T0596,"फेक कॉल आ रही है, OTP मांग रहे हैं आपके नाम से। धोखाधड़ी है।",Abuse / Safety / Fraud,P1,hi,whatsapp
T0597,"Settings page slow hai, 5 second lagata hai load hone me. kripya jaldi reply do.",Technical / App crash,P3,hinglish,whatsapp
T0598,बिल भरने पर पेमेंट फेल हो गया लेकिन पैसे कट गए। TXN91034 चेक करें। यह बहुत जरूरी है।,Billing & Payments,P2,hi,web
T0599,"Mera order nahi aaya, tracking 4 din se same hai.",Product / Order / Delivery,P2,hinglish,web
T0600,"Charged ₹2,050 but the service is completely down. Need an immediate refund. Raised via app chat.",Billing & Payments,P1,en,whatsapp
T0601,Love the new dashboard. Keep it up. Customer id C99764.,Feedback / General,P4,en,whatsapp
T0602,I want to report spam messages in the in-app inbox.,Abuse / Safety / Fraud,P3,en,app
T0603,"Mera payment do baar kat gaya hai aur service abhi bhi down hai, jaldi refund do.",Billing & Payments,P1,hinglish,web
T0604,"Fake call aa rahi hai OTP mang rahe hain, yeh fraud hai jaldi dekho. kripya jaldi reply do.",Abuse / Safety / Fraud,P1,hinglish,whatsapp
T0605,मेरे खाते से ₹499 दो बार कट गया और सेवा अभी भी बंद है। तुरंत रिफंड चाहिए। कृपया जल्दी जवाब दें।,Billing & Payments,P1,hi,email
T0606,"Seller off-app payment maang raha hai, scam lag raha hai. kripya jaldi reply do.",Abuse / Safety / Fraud,P2,hinglish,web
T0607,Delivery slot Saturday kar sakte ho kya order 36097 ka? customer id C36097.,Product / Order / Delivery,P3,hinglish,whatsapp
T0608,Order 26236 arrived in good condition. Thank you. Customer id C26236.,Product / Order / Delivery,P4,en,whatsapp
T0609,"रिफंड मिल गया, धन्यवाद। कोई और समस्या नहीं है। ग्राहक आईडी C72204।",Billing & Payments,P4,hi,web
T0610,A user threatened me in chat and shared my address. Unsafe. Please help.,Abuse / Safety / Fraud,P1,en,email
T0611,Love the new dashboard. Keep it up. Customer id C85007.,Feedback / General,P4,en,email
T0612,I did not request this password reset. Possible account takeover. Please help.,Account / KYC / Login,P1,en,app
T0613,Dark mode contrast is too low on the settings screen. Please help.,Technical / App crash,P3,en,web
T0614,Delivery slot Saturday kar sakte ho kya order 94245 ka?,Product / Order / Delivery,P3,hinglish,web
T0615,Checkout page spins forever on Android 14. Order cannot be placed.,Technical / App crash,P2,en,whatsapp
T0616,Paid order 23410 marked delivered but nothing arrived. This is urgent. waiting since morning.,Product / Order / Delivery,P1,en,web
T0617,PAN upload keeps failing and I am locked out of the dashboard. pls,Account / KYC / Login,P2,en,web
T0618,Could you add Hindi language to the help centre articles? Raised via app chat.,Feedback / General,P3,en,email
T0619,नया डैशबोर्ड अच्छा लगा। धन्यवाद। ग्राहक आईडी C17441।,Feedback / General,P4,hi,app
T0620,ऑर्डर 75191 डिलीवर्ड दिखाया गया लेकिन सामान नहीं आया। पैसे कट चुके हैं। ग्राहक आईडी C75191।,Product / Order / Delivery,P1,hi,whatsapp
T0621,प्रोफाइल पर मोबाइल नंबर कैसे बदलें? ग्राहक आईडी C14629।,Account / KYC / Login,P3,hi,email
T0622,"Order 80075 delivered dikha raha hai lekin saman nahi aaya, payment kat gaya. customer id C80075.",Product / Order / Delivery,P1,hinglish,email
T0623,"Seller off-app payment maang raha hai, scam lag raha hai. customer id C96194.",Abuse / Safety / Fraud,P2,hinglish,email
T0624,A user threatened me in chat and shared my address. Unsafe. waiting since morning.,Abuse / Safety / Fraud,P1,en,email
T0625,मेरे अकाउंट में कोई और लॉगिन कर रहा है। तुरंत बंद करें।,Account / KYC / Login,P1,hi,web
T0626,"लॉगिन नहीं हो रहा, OTP नहीं आ रहा है।",Account / KYC / Login,P2,hi,whatsapp
T0627,I cannot pay my bill. Card is declined every time I try checkout.,Billing & Payments,P2,en,app
T0628,Could you add Hindi language to the help centre articles? Raised via app chat.,Feedback / General,P3,en,email
T0629,"मेरे खाते से ₹2,050 दो बार कट गया और सेवा अभी भी बंद है। तुरंत रिफंड चाहिए।",Billing & Payments,P1,hi,whatsapp
T0630,बिल भरने पर पेमेंट फेल हो गया लेकिन पैसे कट गए। TXN51469 चेक करें। यह बहुत जरूरी है।,Billing & Payments,P2,hi,email
T0631,How do I change the registered mobile number on my profile? Please help.,Account / KYC / Login,P3,en,email
T0632,Seller listing looks fake. They asked me to pay off-app.,Abuse / Safety / Fraud,P2,en,app
T0633,मेरे खाते से ₹89 दो बार कट गया और सेवा अभी भी बंद है। तुरंत रिफंड चाहिए।,Billing & Payments,P1,hi,whatsapp
T0634,प्रोफाइल पर मोबाइल नंबर कैसे बदलें?,Account / KYC / Login,P3,hi,web
T0635,Help centre me Hindi articles add karo please.,Feedback / General,P3,hinglish,app
T0636,Order 42613 arrived in good condition. Thank you. waiting since morning.,Product / Order / Delivery,P4,en,app
T0637,प्रोफाइल पर मोबाइल नंबर कैसे बदलें? कृपया जल्दी जवाब दें। ??,Account / KYC / Login,P3,hi,web
T0638,Help centre me Hindi articles add karo please.,Feedback / General,P3,hinglish,web
T0639,Registered number kaise change karein profile me?,Account / KYC / Login,P3,hinglish,email
T0640,पिछले बिल में अतिरिक्त शुल्क ₹499 क्यों लगाया गया? कृपया जल्दी जवाब दें।,Billing & Payments,P3,hi,email
T0641,"UPI fail hua lekin paise nahi aaye wapas, TXN12872 check karo. kripya jaldi reply do.",Billing & Payments,P2,hinglish,app
T0642,प्रोफाइल पर मोबाइल नंबर कैसे बदलें?,Account / KYC / Login,P3,hi,app
T0643,ऑर्डर 24170 चार दिन से अटका हुआ है। यह बहुत जरूरी है।,Product / Order / Delivery,P2,hi,whatsapp
T0644,App crashes on launch since the last update. Completely unusable. Raised via app chat.,Technical / App crash,P1,en,email
T0645,"UPI fail hua lekin paise nahi aaye wapas, TXN99881 check karo. customer id C99881.",Billing & Payments,P2,hinglish,app
T0646,ऑर्डर 78197 चार दिन से अटका हुआ है।,Product / Order / Delivery,P2,hi,email
T0647,"Login nahi ho raha, OTP nahi aa raha hai. customer id C23751.",Account / KYC / Login,P2,hinglish,app
T0648,The new search is nicer. Small suggestion: remember last filter. Raised via app chat.,Technical / App crash,P4,en,email
T0649,मेरे अकाउंट में कोई और लॉगिन कर रहा है। तुरंत बंद करें। कृपया जल्दी जवाब दें। urgent,Account / KYC / Login,P1,hi,email
T0650,"Mera order nahi aaya, tracking 4 din se same hai. bahut zaruri hai bhai. ??",Product / Order / Delivery,P2,hinglish,app
T0651,"Seller off-app payment maang raha hai, scam lag raha hai. bahut zaruri hai bhai.",Abuse / Safety / Fraud,P2,hinglish,app
T0652,Phishing SMS used your brand. They asked for OTP. Please investigate. Customer id C23276.,Abuse / Safety / Fraud,P1,en,web
T0653,Someone else logged into my account. Please freeze it now. Need update today.,Account / KYC / Login,P1,en,app
T0654,Love the new dashboard. Keep it up. waiting since morning.,Feedback / General,P4,en,app
T0655,"Thanks, the refund for invoice 16014 arrived. Just confirming. Ticket for order follow-up.",Billing & Payments,P4,en,email
T0656,"KYC approved, thanks for the quick help. Raised via app chat.",Account / KYC / Login,P4,en,app
T0657,"लॉगिन नहीं हो रहा, OTP नहीं आ रहा है। यह बहुत जरूरी है।",Account / KYC / Login,P2,hi,whatsapp
T0658,I did not request this password reset. Possible account takeover.,Account / KYC / Login,P1,en,email
T0659,FYI I updated my billing address. No issue otherwise. Ticket for order follow-up.,Billing & Payments,P4,en,whatsapp
T0660,सेलर ऐप के बाहर पेमेंट मांग रहा है। फ्रॉड लग रहा है। कृपया जल्दी जवाब दें।,Abuse / Safety / Fraud,P2,hi,web
T0661,Can I change the delivery slot for order 13777 to Saturday?,Product / Order / Delivery,P3,en,app
T0662,Just saying thanks to the support agent who helped yesterday. Please help. pls,Feedback / General,P4,en,app
T0663,Delivery slot Saturday kar sakte ho kya order 98857 ka? customer id C98857.,Product / Order / Delivery,P3,hinglish,app
T0664,Registered number kaise change karein profile me?,Account / KYC / Login,P3,hinglish,whatsapp
T0665,बिल भरने पर पेमेंट फेल हो गया लेकिन पैसे कट गए। TXN83183 चेक करें। यह बहुत जरूरी है।,Billing & Payments,P2,hi,email
T0666,ऐप खुलते ही क्रैश हो जाती है। बिल्कुल काम नहीं कर रही। कृपया जल्दी जवाब दें। urgent,Technical / App crash,P1,hi,web
T0667,"Refund aa gaya bhai, shukriya. Bas confirm kar raha hoon. kripya jaldi reply do.",Billing & Payments,P4,hinglish,whatsapp
T0668,"Kisi aur ne mera account hack kar liya hai, turant band karo.",Account / KYC / Login,P1,hinglish,whatsapp
T0669,How do I download GST invoice for order 75333? waiting since morning.,Billing & Payments,P3,en,whatsapp
T0670,A user threatened me in chat and shared my address. Unsafe. Need update today.,Abuse / Safety / Fraud,P1,en,app
T0671,Checkout pe app hang ho jati hai Android pe. kripya jaldi reply do.,Technical / App crash,P2,hinglish,web
T0672,Just saying thanks to the support agent who helped yesterday.,Feedback / General,P4,en,web
T0673,"Fake call aa rahi hai OTP mang rahe hain, yeh fraud hai jaldi dekho.",Abuse / Safety / Fraud,P1,hinglish,whatsapp
T0674,Delivery slot Saturday kar sakte ho kya order 96136 ka?,Product / Order / Delivery,P3,hinglish,email
T0675,Payment was deducted twice for invoice 54742 and my account still shows overdue. Raised via app chat.,Billing & Payments,P1,en,web
T0676,"Mera order nahi aaya, tracking 4 din se same hai. bahut zaruri hai bhai.",Product / Order / Delivery,P2,hinglish,whatsapp
T0677,"Thanks, the refund for invoice 43330 arrived. Just confirming. Customer id C43330.",Billing & Payments,P4,en,whatsapp
T0678,"UPI fail hua lekin paise nahi aaye wapas, TXN69905 check karo. customer id C69905.",Billing & Payments,P2,hinglish,whatsapp
T0679,UPI payment failed yet ₹499 left my bank. Transaction id TXN93000.,Billing & Payments,P2,en,email
T0680,The new search is nicer. Small suggestion: remember last filter.,Technical / App crash,P4,en,whatsapp
T0681,"Naya dashboard bahut accha hai, shukriya.",Feedback / General,P4,hinglish,email
T0682,"Thanks, the refund for invoice 60778 arrived. Just confirming.",Billing & Payments,P4,en,email
T0683,I did not request this password reset. Possible account takeover. Raised via app chat.,Account / KYC / Login,P1,en,email
T0684,"मेरे खाते से ₹2,050 दो बार कट गया और सेवा अभी भी बंद है। तुरंत रिफंड चाहिए।",Billing & Payments,P1,hi,email
T0685,"Mera payment do baar kat gaya hai aur service abhi bhi down hai, jaldi refund do. customer id C37487.",Billing & Payments,P1,hinglish,email
T0686,Delivery slot Saturday kar sakte ho kya order 95208 ka?,Product / Order / Delivery,P3,hinglish,web
T0687,Delivery slot Saturday kar sakte ho kya order 25126 ka?,Product / Order / Delivery,P3,hinglish,whatsapp
T0688,"Order 79979 delivered dikha raha hai lekin saman nahi aaya, payment kat gaya.",Product / Order / Delivery,P1,hinglish,app
T0689,"Charged ₹1,299 but the service is completely down. Need an immediate refund. Please help.",Billing & Payments,P1,en,email
T0690,I did not request this password reset. Possible account takeover. Raised via app chat.,Account / KYC / Login,P1,en,app
T0691,"Mera order nahi aaya, tracking 4 din se same hai. urgent",Product / Order / Delivery,P2,hinglish,app
T0692,Can I change the delivery slot for order 98542 to Saturday?,Product / Order / Delivery,P3,en,web
T0693,"Mera order nahi aaya, tracking 4 din se same hai.",Product / Order / Delivery,P2,hinglish,web
T0694,Checkout pe app hang ho jati hai Android pe. customer id C17051.,Technical / App crash,P2,hinglish,whatsapp
T0695,"Seller off-app payment maang raha hai, scam lag raha hai.",Abuse / Safety / Fraud,P2,hinglish,email
T0696,I want to report spam messages in the in-app inbox.,Abuse / Safety / Fraud,P3,en,app
T0697,"रिफंड मिल गया, धन्यवाद। कोई और समस्या नहीं है। pls",Billing & Payments,P4,hi,web
T0698,"मेरे खाते से ₹2,050 दो बार कट गया और सेवा अभी भी बंद है। तुरंत रिफंड चाहिए। यह बहुत जरूरी है।",Billing & Payments,P1,hi,email
T0699,"UPI payment failed yet ₹2,050 left my bank. Transaction id TXN30146. Please help.",Billing & Payments,P2,en,web
T0700,The new search is nicer. Small suggestion: remember last filter. Need update today.,Technical / App crash,P4,en,web
T0701,पेमेंट स्क्रीन पर ऐप हैंग हो जाती है। ok,Technical / App crash,P2,hi,email
T0702,"Login nahi ho raha, OTP nahi aa raha hai. kripya jaldi reply do.",Account / KYC / Login,P2,hinglish,email
T0703,ऑर्डर 53500 चार दिन से अटका हुआ है। ग्राहक आईडी C53500।,Product / Order / Delivery,P2,hi,whatsapp
T0704,Checkout pe app hang ho jati hai Android pe. kripya jaldi reply do.,Technical / App crash,P2,hinglish,whatsapp
T0705,"Refund aa gaya bhai, shukriya. Bas confirm kar raha hoon. kripya jaldi reply do.",Billing & Payments,P4,hinglish,web
T0706,प्रोफाइल पर मोबाइल नंबर कैसे बदलें? ग्राहक आईडी C24860।,Account / KYC / Login,P3,hi,web
T0707,"Charged ₹2,050 but the service is completely down. Need an immediate refund.",Billing & Payments,P1,en,web
T0708,नया डैशबोर्ड अच्छा लगा। धन्यवाद। ग्राहक आईडी C95397।,Feedback / General,P4,hi,app
T0709,पिछले बिल में अतिरिक्त शुल्क ₹499 क्यों लगाया गया? यह बहुत जरूरी है।,Billing & Payments,P3,hi,email
T0710,Could you add Hindi language to the help centre articles? Need update today.,Feedback / General,P3,en,whatsapp
T0711,ऑर्डर 19452 डिलीवर्ड दिखाया गया लेकिन सामान नहीं आया। पैसे कट चुके हैं। यह बहुत जरूरी है।,Product / Order / Delivery,P1,hi,web
T0712,UPI payment failed yet ₹499 left my bank. Transaction id TXN21471. Please help.,Billing & Payments,P2,en,web
T0713,Checkout pe app hang ho jati hai Android pe. customer id C19232.,Technical / App crash,P2,hinglish,whatsapp
T0714,Order 63011 arrived in good condition. Thank you. waiting since morning. ??,Product / Order / Delivery,P4,en,app
T0715,ऑर्डर 91048 डिलीवर्ड दिखाया गया लेकिन सामान नहीं आया। पैसे कट चुके हैं। ??,Product / Order / Delivery,P1,hi,web
T0716,"Naya dashboard bahut accha hai, shukriya. customer id C75907.",Feedback / General,P4,hinglish,web
T0717,Order 21338 is 4 days late. Tracking has not moved.,Product / Order / Delivery,P2,en,app
T0718,Dark mode contrast is too low on the settings screen. Ticket for order follow-up.,Technical / App crash,P3,en,web
T0719,Order 28884 arrived in good condition. Thank you. waiting since morning.,Product / Order / Delivery,P4,en,app
T0720,Checkout pe app hang ho jati hai Android pe. kripya jaldi reply do. ok,Technical / App crash,P2,hinglish,whatsapp
T0721,"App open karte hi crash ho rahi hai, kuch kaam nahi ho raha. customer id C81765.",Technical / App crash,P1,hinglish,web
T0722,"UPI fail hua lekin paise nahi aaye wapas, TXN64087 check karo. bahut zaruri hai bhai.",Billing & Payments,P2,hinglish,web
T0723,"Mera payment do baar kat gaya hai aur service abhi bhi down hai, jaldi refund do.",Billing & Payments,P1,hinglish,whatsapp
T0724,ऑर्डर 82045 डिलीवर्ड दिखाया गया लेकिन सामान नहीं आया। पैसे कट चुके हैं। ग्राहक आईडी C82045।,Product / Order / Delivery,P1,hi,web
T0725,"Thanks, the refund for invoice 35875 arrived. Just confirming. waiting since morning.",Billing & Payments,P4,en,email
T0726,"Thanks, the refund for invoice 47373 arrived. Just confirming. Customer id C47373.",Billing & Payments,P4,en,whatsapp
T0727,"KYC approved, thanks for the quick help. Ticket for order follow-up.",Account / KYC / Login,P4,en,web
T0728,सेलर ऐप के बाहर पेमेंट मांग रहा है। फ्रॉड लग रहा है। कृपया जल्दी जवाब दें। !!!,Abuse / Safety / Fraud,P2,hi,email
T0729,Delivery slot Saturday kar sakte ho kya order 93995 ka? customer id C93995.,Product / Order / Delivery,P3,hinglish,email
T0730,"Order 53458 delivered dikha raha hai lekin saman nahi aaya, payment kat gaya.",Product / Order / Delivery,P1,hinglish,web
T0731,The new search is nicer. Small suggestion: remember last filter. Ticket for order follow-up.,Technical / App crash,P4,en,app
T0732,"Seller off-app payment maang raha hai, scam lag raha hai.",Abuse / Safety / Fraud,P2,hinglish,app
T0733,Phishing SMS used your brand. They asked for OTP. Please investigate. Please help.,Abuse / Safety / Fraud,P1,en,whatsapp
T0734,I want to report spam messages in the in-app inbox. Please help.,Abuse / Safety / Fraud,P3,en,whatsapp
T0735,ऑर्डर 29481 डिलीवर्ड दिखाया गया लेकिन सामान नहीं आया। पैसे कट चुके हैं।,Product / Order / Delivery,P1,hi,web
T0736,मेरे खाते से ₹499 दो बार कट गया और सेवा अभी भी बंद है। तुरंत रिफंड चाहिए।,Billing & Payments,P1,hi,app
T0737,ऑर्डर 41310 चार दिन से अटका हुआ है।,Product / Order / Delivery,P2,hi,email
T0738,"रिफंड मिल गया, धन्यवाद। कोई और समस्या नहीं है।",Billing & Payments,P4,hi,app
T0739,"Last bill me extra ₹1,299 kyun add kiya, samjhao. kripya jaldi reply do.",Billing & Payments,P3,hinglish,email
T0740,"UPI payment failed yet ₹1,299 left my bank. Transaction id TXN97632. waiting since morning.",Billing & Payments,P2,en,whatsapp
